12939,13174,15743
12936,13194,15753
12914,13177,15758
12930,13184,15754
12928,13175,15754
12909,13161,15756
12913,13171,15779
12921,13172,15782
12903,13175,15753
12926,13169,15766
12925,13202,15725
12923,13222,15759
12930,13194,15776
12914,13192,15753
12922,13201,15773
12917,13176,15764
12934,13183,15780
12959,13175,15763
12942,13169,15770
12932,13163,15738
12943,13169,15769
12936,13177,15749
12931,13185,15795
12953,13195,15752
12926,13193,15780
12940,13187,15750
12909,13174,15784
12939,13179,15790
12929,13164,15782
12950,13192,15737
12945,13236,15715
12982,13181,15695
12958,13157,15701
12925,13183,15732
12878,13281,15734
12980,13176,15838
13106,13086,15841
13162,13185,15674
13091,13220,15679
13188,13182,15671
13086,13016,15703
13094,12947,15789
13044,13045,15895
12877,13046,15835
12735,13063,15895
12573,13324,15744
12632,13330,15696
12747,13206,15788
12908,13106,15802
12819,13149,15748
12842,13157,15851
12816,13152,15703
12873,13114,15865
12916,13111,15821
12918,13174,15875
12856,13206,15722
12832,13180,15787
12857,13221,15770
12881,13135,15676
12741,13109,15729
12917,13110,15844
12924,13114,15679
12848,13085,15675
12781,13088,15718
12773,13150,15775
12800,13174,15539
12743,13163,15773
12944,13126,15954
13021,13148,15857
12860,13204,15610
12862,13286,15648
12830,13223,15945
12846,13242,16029
12765,13289,15871
12686,13204,15613
12566,13169,15848
12749,13288,15828
12666,13213,15661
12656,13275,15589
12670,13304,15480
12534,13353,15442
12608,13466,15934
12786,13672,16054
12859,13566,15934
12547,13128,16186
12614,13409,15868
12481,13396,15820
12594,13331,15686
12838,13068,15555
12481,13085,15506
12542,13336,15517
12601,13259,15663
12665,13116,15724
12833,13172,15608
12735,13248,15614
12860,13393,15687
12873,13291,15414
12782,13130,15459
12841,13121,15621
12861,13134,15967
12859,13204,16366
12951,13367,16218
12672,13350,15936
12661,13267,15970
12755,13282,15790
12762,13234,15773
12804,13133,15703
12750,13219,15772
12768,13349,15610
12768,13303,15734
12749,13261,15740
12769,13393,15621
12695,13412,15652
12772,13452,15648
12722,13276,15823
12750,13349,15770
12655,13282,15716
12583,13309,15602
12558,13254,15744
12748,13388,15787
12584,13407,15761
12610,13306,15910
12509,13228,15959
12630,13277,15884
12688,13406,15801
12810,13304,15667
12513,13123,15653
12649,13260,15635
12614,13155,15682
12652,13229,15668
12579,13228,15652
12501,13070,15998
12665,13151,15976
12671,13142,15666
12626,13029,15609
12632,13023,15678
12699,13192,15596
12653,13085,15575
12686,13025,15716
12723,13054,15663
12705,13052,15661
12682,13069,15636
12645,13111,15651
12650,13116,15763
12701,13094,15907
12845,13103,15996
12832,13117,15922
12829,13081,15890
12803,13029,15892
12794,13059,15825
12758,13109,15719
12782,13104,15711
12830,13106,15766
12873,13114,15730
12864,13089,15685
12839,13119,15647
12792,13150,15632
12728,13178,15682
12684,13171,15751
12659,13182,15775
12633,13140,15790
12642,13123,15857
12682,13166,15838
12694,13173,15834
12756,13153,15845
12787,13182,15820
12802,13211,15778
12823,13183,15786
12810,13162,15718
12794,13156,15635
12788,13135,15680
12779,13165,15700
12758,13172,15742
12746,13152,15799
12744,13137,15774
12733,13127,15763
12754,13130,15749
12805,13123,15748
12805,13157,15747
12813,13144,15737
12837,13121,15750
12805,13100,15763
12794,13103,15729
12758,13090,15764
12746,13106,15779
12735,13126,15803
12723,13164,15808
12728,13204,15788
12731,13215,15789
12737,13205,15787
12764,13202,15763
12778,13211,15783
12773,13206,15738
12749,13182,15711
12749,13175,15741
12750,13169,15763
12760,13190,15770
12753,13192,15780
12764,13197,15768
12773,13179,15745
12784,13168,15750
12781,13176,15735
12792,13173,15744
12796,13166,15759
12799,13185,15767
12794,13167,15778
12782,13155,15768
12775,13166,15756
12767,13168,15758
12765,13168,15792
12778,13184,15772
12774,13174,15736
12770,13196,15749
12786,13197,15756
12778,13197,15751
12783,13232,15699
12703,13167,15695
12714,13149,15966
12866,13266,15880
12758,13255,15582
12593,13102,15636
12751,13120,15869
12936,13200,16030
12868,13258,15732
12665,13167,15614
12715,13060,15709
12882,13048,15766
12839,13129,15662
12733,13238,15653
12724,13234,15776
12815,13224,15822
12787,13199,15730
12720,13158,15719
12746,13082,15805
12787,13094,15787
12761,13115,15764
12776,13132,15810
