12745,12481,15603
12762,12403,15502
12691,12365,15499
12728,12277,15492
12664,12325,15450
12655,12358,15480
12728,12370,15529
12711,12490,15490
12730,12561,15417
12674,12613,15594
12555,12603,15632
12628,12503,15690
12590,12496,15928
12628,12366,15919
12624,12393,15915
12609,12392,15885
12684,12367,15832
12729,12341,15760
12670,12455,15704
12666,12490,15626
12639,12465,15626
12591,12482,15656
12701,12400,15672
12721,12405,15699
12628,12511,15677
12668,12601,15727
12779,12588,15745
12771,12525,15728
12741,12516,15799
12669,12578,15784
12707,12602,15837
12841,12534,15789
12789,12582,15643
12813,12562,15577
12822,12524,15473
12739,12464,15454
12871,12399,15356
12823,12302,15509
12816,12130,15621
12813,12152,15729
12753,12285,15691
12639,12427,15670
12699,12428,15618
12576,12491,15633
12543,12495,15694
12571,12510,15682
12520,12484,15677
12484,12554,15686
12525,12542,15726
12597,12523,15787
12635,12501,15848
12710,12446,15784
12679,12488,15739
12588,12440,15645
12674,12349,15468
12686,12374,15551
12704,12334,15591
12842,12313,15660
12848,12404,15691
12852,12479,15616
12840,12346,15725
12729,12459,15583
12766,12592,15555
12775,12625,15562
12692,12503,15752
12752,12322,15879
12776,12564,15726
12806,12557,15669
12839,12492,15681
12794,12517,15615
12820,12414,15641
12801,12431,15595
12814,12493,15531
12782,12400,15684
12798,12466,15706
12824,12342,15815
12754,12356,15719
12790,12416,15682
12779,12477,15656
12759,12502,15686
12856,12505,15680
12754,12544,15691
12756,12503,15656
12719,12444,15616
12829,12413,15564
12718,12335,15687
12700,12339,15730
12791,12477,15669
12873,12562,15650
12875,12511,15685
12785,12420,15763
12776,12380,15618
12710,12509,15621
12856,12454,15635
12853,12299,15572
12833,12353,15719
12698,12515,15681
12717,12360,15528
12784,12330,15751
12809,12520,15714
12822,12394,15422
12767,12294,15546
12854,11943,16116
12839,11787,15158
12717,12037,15674
12847,12156,15418
12638,12317,15397
13234,13598,16026
12696,12846,15632
12870,12535,15774
12983,12269,15747
12950,12188,15712
