13003,13354,15624
12631,13706,16051
12699,13989,16057
13140,14033,15414
12633,13572,14932
12488,13697,15387
12588,13946,15974
13050,13724,15676
12836,13659,15614
12603,13629,15537
12624,13568,15815
12685,13619,16102
12952,13323,16190
13081,13683,16299
12878,13461,15872
13138,13284,15729
13216,13267,15732
13087,13427,15792
13100,13455,15725
12805,13410,15822
12675,13371,15537
12300,13509,15607
12355,13519,15694
12443,13475,15720
12630,13527,15846
12718,13547,16107
13312,13644,16385
13921,14022,15852
13291,13854,15409
13349,14103,15392
13055,13838,15488
13122,14008,15717
13221,13935,15508
12580,13835,15512
12376,13626,15372
12681,13643,15547
12464,13531,15803
12790,13387,15457
12349,13557,15947
12533,13850,16623
13738,13701,16196
13042,13577,15871
13353,13518,15711
13303,13596,15243
12868,13407,14910
12772,13313,15119
12586,13459,15518
12499,13396,15578
12595,13449,15896
12835,13556,15946
12480,13649,16078
13185,13928,16305
13109,13739,16366
13899,14124,16195
13305,13711,15891
12848,13609,15729
12943,13538,15278
12628,13285,14611
12469,13347,14669
12581,13628,15273
12763,13554,15399
12766,13639,15937
12822,13796,16205
12322,13456,16182
12360,13349,16835
13350,13328,16236
13275,13267,15819
12936,13502,15754
12730,13568,15744
13024,13564,15141
12867,13293,14563
12420,13488,14905
12541,13544,15334
12462,13314,15896
12884,13746,16250
12933,13871,16302
13231,13920,15775
12950,14073,16225
13597,14191,16333
13309,13930,15979
12930,14035,15775
12550,13950,15311
12351,13720,15211
12615,13703,15271
12659,13376,15424
12892,13391,15534
12508,13085,15512
12059,12916,15699
12081,13057,15733
12101,12920,15740
12186,12704,16199
12829,12747,16003
12419,12764,15776
12772,13215,15641
12693,13252,15037
12136,13056,14927
12116,13147,15376
12582,13097,15370
12298,13036,15625
12468,13214,16059
12480,13217,16596
13234,13614,16601
12693,13523,16805
13506,13832,15958
12507,13526,15626
12612,13582,15495
12736,13286,14946
12191,13076,15004
12663,13228,15438
12581,13198,15497
12209,13151,15713
12258,13091,15721
12010,12889,15853
12454,13182,15962
11861,12825,16542
13287,12853,16284
12786,12713,16083
12418,13032,15994
13103,13440,15648
12561,13170,15012
12620,13552,14987
12495,13429,14917
12490,13324,15076
12381,13246,15402
12336,13290,15730
12234,13321,16193
13014,13553,16371
12765,13502,16609
13611,13793,16420
12955,13390,16075
13143,13851,15730
12726,13635,15300
12439,13307,14991
12616,13431,15226
12589,13377,15332
12584,13469,15654
12415,13392,15726
12239,13286,15911
12662,13244,15990
11920,12755,16652
13670,12944,16228
12594,12711,15777
12759,12966,15774
12942,13278,15582
12778,13289,15289
12583,13270,15155
12434,13300,15257
12527,13168,15381
12443,13113,15572
12702,13390,15864
12669,13314,16040
12931,13252,16059
13081,13699,16822
13686,13799,16463
13083,13720,16136
13361,13790,15797
12909,13276,15066
12683,13494,14951
12717,13488,14969
12788,13408,15298
12523,13445,15693
12583,13385,15733
12449,13319,15837
12848,13469,16001
12971,13165,16284
13675,13470,16210
13456,12991,16104
13622,13688,16501
13909,13618,15931
13505,13176,15268
13386,13369,15468
13499,13177,15231
13168,13033,15230
13046,13167,15661
13170,13150,15894
13310,13500,16190
13037,13588,15990
13382,13473,15948
13354,13657,15479
13198,13545,15259
13344,13441,15138
12953,13443,15315
12946,13331,15625
13127,13167,15898
12979,13267,16197
12869,13283,16166
12946,13255,16011
12696,12942,16073
13004,12956,16391
13122,12880,16420
12887,12906,16287
13257,13450,16093
13019,13312,15298
12971,13391,15010
13195,13402,15042
12788,13315,15182
12712,13495,15522
12677,13268,15641
12998,13410,15988
12904,13468,16216
13142,13656,16204
13118,13687,16728
14246,13770,16022
13554,13634,15858
13405,13968,15553
13087,13544,14809
12647,13419,14788
12583,13192,14657
12691,13147,15154
12857,13304,15660
12739,13218,15908
12690,13215,16265
12979,13595,16454
12660,12965,16846
13646,12833,16616
13461,12835,16383
13410,13264,15914
13217,13450,15169
13002,13408,14599
12784,13428,14682
12531,13345,15021
12534,13282,15575
12954,13589,16129
12995,13395,16160
13341,13756,16316
13068,13842,16973
14233,13971,16172
13178,13738,16038
13156,13956,15634
12777,13558,14949
12358,13251,14950
12647,13196,15287
12691,13009,15524
12916,13180,15832
13121,13310,15796
12843,13174,15937
13028,13445,15998
12639,12952,16359
13675,13097,16077
12788,12846,15897
12912,13382,15948
13059,13167,15047
12697,13126,14679
12301,13447,15056
12164,13236,15433
12612,13169,15579
12413,13378,16046
12541,13437,16310
12922,13574,16139
12781,14319,16876
12759,13595,15851
12722,13521,15816
13043,13757,15548
12539,13007,14756
12427,13326,14936
12433,13448,15059
12350,13375,15337
12374,13283,15643
12650,13110,15821
13196,12988,16577
12876,11959,16536
14000,13124,16928
13303,12804,16124
12987,13014,16041
13541,13062,15410
12840,13281,14836
